target,text,text,label
puff pastry goat cheese,"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .","Three courses - choices include excellent mussels , MASK and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",2
salad with a delicious dressing,"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .","Three courses - choices include excellent mussels , puff pastry goat cheese and MASK , and a hanger steak au poivre that is out of this world .",2
hanger steak au poivre,"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .","Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a MASK that is out of this world .",2
courses,"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .","Three MASK - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",1
indian food,it 's a perfect place to have a amanzing indian food .,it 's a perfect place to have a amanzing MASK .,2
service,The place is so cool and the service is prompt and curtious .,The place is so cool and the MASK is prompt and curtious .,2
place,The place is so cool and the service is prompt and curtious .,The MASK is so cool and the service is prompt and curtious .,2
broth with noodles,At the end you 're left with a mild broth with noodles that you can slurp out of a cup .,At the end you 're left with a mild MASK that you can slurp out of a cup .,2
meal,I just wonder how you can have such a delicious meal for such little money .,I just wonder how you can have such a delicious MASK for such little money .,2
money,I just wonder how you can have such a delicious meal for such little money .,I just wonder how you can have such a delicious meal for such little MASK .,2
wine list,The wine list is excellent .,The MASK is excellent .,2
Thai food,"Ive been to many Thai restaurants in Manhattan before , and Toons is by far the best Thai food Ive had ( except for my mom 's of course ) .","Ive been to many Thai restaurants in Manhattan before , and Toons is by far the best MASK Ive had ( except for my mom 's of course ) .",2
glass of wine,They wouldnt even let me finish my glass of wine before offering another .,They wouldnt even let me finish my MASK before offering another .,1
specials,"Whem asked , we had to ask more detailed questions so that we knew what the specials were .","Whem asked , we had to ask more detailed questions so that we knew what the MASK were .",1
lunch,This is a consistently great place to dine for lunch or dinner .,This is a consistently great place to dine for MASK or dinner .,1
dinner,This is a consistently great place to dine for lunch or dinner .,This is a consistently great place to dine for lunch or MASK .,1
dine,This is a consistently great place to dine for lunch or dinner .,This is a consistently great place to MASK for lunch or dinner .,2
atmosphere,"Nice atmosphere , the service was very pleasant and the desert was good .","Nice MASK , the service was very pleasant and the desert was good .",2
service,"Nice atmosphere , the service was very pleasant and the desert was good .","Nice atmosphere , the MASK was very pleasant and the desert was good .",2
desert,"Nice atmosphere , the service was very pleasant and the desert was good .","Nice atmosphere , the service was very pleasant and the MASK was good .",2
bar,After really enjoying ourselves at the bar we sat down at a table and had dinner .,After really enjoying ourselves at the MASK we sat down at a table and had dinner .,2
table,After really enjoying ourselves at the bar we sat down at a table and had dinner .,After really enjoying ourselves at the bar we sat down at a MASK and had dinner .,1
dinner,After really enjoying ourselves at the bar we sat down at a table and had dinner .,After really enjoying ourselves at the bar we sat down at a table and had MASK .,1
service,"Fabulous service , fantastic food , and a chilled out atmosphere and environment .","Fabulous MASK , fantastic food , and a chilled out atmosphere and environment .",2
food,"Fabulous service , fantastic food , and a chilled out atmosphere and environment .","Fabulous service , fantastic MASK , and a chilled out atmosphere and environment .",2
atmosphere,"Fabulous service , fantastic food , and a chilled out atmosphere and environment .","Fabulous service , fantastic food , and a chilled out MASK and environment .",2
environment,"Fabulous service , fantastic food , and a chilled out atmosphere and environment .","Fabulous service , fantastic food , and a chilled out atmosphere and MASK .",2
lasagnette appetizer,Try the lasagnette appetizer .,Try the MASK .,2
beer selection,I liked the beer selection !,I liked the MASK !,2
food,"Great food , good size menu , great service and an unpretensious setting .","Great MASK , good size menu , great service and an unpretensious setting .",2
menu,"Great food , good size menu , great service and an unpretensious setting .","Great food , good size MASK , great service and an unpretensious setting .",2
service,"Great food , good size menu , great service and an unpretensious setting .","Great food , good size menu , great MASK and an unpretensious setting .",2
setting,"Great food , good size menu , great service and an unpretensious setting .","Great food , good size menu , great service and an unpretensious MASK .",2
dinner,Go here for a romantic dinner but not for an all out wow dining experience .,Go here for a romantic MASK but not for an all out wow dining experience .,2
dining,Go here for a romantic dinner but not for an all out wow dining experience .,Go here for a romantic dinner but not for an all out wow MASK experience .,2
Dosa,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds .,I grew up eating MASK and have yet to find a place in NY to satisfy my taste buds .,1
Wine list selection,Wine list selection is good and wine-by-the-glass was generously filled to the top .,MASK is good and wine-by-the-glass was generously filled to the top .,2
wine-by-the-glass,Wine list selection is good and wine-by-the-glass was generously filled to the top .,Wine list selection is good and MASK was generously filled to the top .,2
menu,"With the great variety on the menu , I eat here often and never get bored .","With the great variety on the MASK , I eat here often and never get bored .",2
menu,The menu is very limited - i think we counted 4 or 5 entrees .,The MASK is very limited - i think we counted 4 or 5 entrees .,0
entrees,The menu is very limited - i think we counted 4 or 5 entrees .,The menu is very limited - i think we counted 4 or 5 MASK .,0
menu,The menu is limited but almost all of the dishes are excellent .,The MASK is limited but almost all of the dishes are excellent .,0
dishes,The menu is limited but almost all of the dishes are excellent .,The menu is limited but almost all of the MASK are excellent .,2
sake martini,Not too crazy about their sake martini .,Not too crazy about their MASK .,0
bagels,"Great bagels , spreads and a good place to hang out in .","Great MASK , spreads and a good place to hang out in .",2
spreads,"Great bagels , spreads and a good place to hang out in .","Great bagels , MASK and a good place to hang out in .",2
table,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests .,One thing I liked about this place is that I never felt rushed or pressured to give up my MASK ot incoming guests .,1
food,"Unfortunately , the food is outstanding , but everything else about this restaurant is the pits .","Unfortunately , the MASK is outstanding , but everything else about this restaurant is the pits .",2
meal,We always have a delicious meal and always leave feeling satisfied .,We always have a delicious MASK and always leave feeling satisfied .,2
ingredients,"Dip the ingredients in with your chopsticks , swirl them around , and eat .","Dip the MASK in with your chopsticks , swirl them around , and eat .",1
chopsticks,"Dip the ingredients in with your chopsticks , swirl them around , and eat .","Dip the ingredients in with your MASK , swirl them around , and eat .",1
garden terrace,First went here to enjoy their garden terrace .,First went here to enjoy their MASK .,2
pizza,The pizza was pretty good and huge .,The MASK was pretty good and huge .,2
cuisine,"The cuisine from what I 've gathered is authentic Taiwanese , though its very different from what I 've been accustomed to in Taipei .","The MASK from what I 've gathered is authentic Taiwanese , though its very different from what I 've been accustomed to in Taipei .",1
atmosphere,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .,I almost hesititate to write a review because the MASK was so great and I would hate for it too become to crowded .,2
service,They are often crowded on the weekends but they are efficient and accurate with their service .,They are often crowded on the weekends but they are efficient and accurate with their MASK .,2
crowded,They are often crowded on the weekends but they are efficient and accurate with their service .,They are often MASK on the weekends but they are efficient and accurate with their service .,0
dish,All my co-workers were amazed at how small the dish was .,All my co-workers were amazed at how small the MASK was .,0
atmosphere,"The atmosphere is unheralded , the service impecible , and the food magnificant .","The MASK is unheralded , the service impecible , and the food magnificant .",2
service,"The atmosphere is unheralded , the service impecible , and the food magnificant .","The atmosphere is unheralded , the MASK impecible , and the food magnificant .",2
food,"The atmosphere is unheralded , the service impecible , and the food magnificant .","The atmosphere is unheralded , the service impecible , and the MASK magnificant .",2
grilled branzino,"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .","We ordered the special , MASK , that was so infused with bone , it was difficult to eat .",0
wait staff,"The wait staff is friendly , and the food has gotten better and better !","The MASK is friendly , and the food has gotten better and better !",2
food,"The wait staff is friendly , and the food has gotten better and better !","The wait staff is friendly , and the MASK has gotten better and better !",2
vibe,"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","It may be a bit packed on weekends , but the MASK is good and it is the best French food you will find in the area .",2
French food,"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","It may be a bit packed on weekends , but the vibe is good and it is the best MASK you will find in the area .",2
packed,"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","It may be a bit MASK on weekends , but the vibe is good and it is the best French food you will find in the area .",0
pizza,Right off the L in Brooklyn this is a nice cozy place with good pizza .,Right off the L in Brooklyn this is a nice cozy place with good MASK .,2
place,Right off the L in Brooklyn this is a nice cozy place with good pizza .,Right off the L in Brooklyn this is a nice cozy MASK with good pizza .,2
pre-theater menu,Le Pere Pinard has a $ 15 pre-theater menu that is outstanding .,Le Pere Pinard has a $ 15 MASK that is outstanding .,2
delivery,I also ordered for delivery and the restaurant forgot half the order .,I also ordered for MASK and the restaurant forgot half the order .,0
order,I also ordered for delivery and the restaurant forgot half the order .,I also MASKed for delivery and the restaurant forgot half the order .,0
server,Our server checked on us maybe twice during the entire meal .,Our MASK checked on us maybe twice during the entire meal .,0
meal,Our server checked on us maybe twice during the entire meal .,Our server checked on us maybe twice during the entire MASK .,1
scents,The strong scents coming from the left and right of me negatively affected my taste buds .,The strong MASK coming from the left and right of me negatively affected my taste buds .,0
lobster sandwich,We had the lobster sandwich and it was FANTASTIC .,We had the MASK and it was FANTASTIC .,2
check,"Had we been stalling I could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !","Had we been stalling I could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a MASK yet !",0
price,"Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .","Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the MASK you pay for them .",2
shell crab,"Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .","Though the Spider Roll may look like a challenge to eat , with soft MASK hanging out of the roll , it is well worth the price you pay for them .",2
Deep Fried Skewers,Deep Fried Skewers are good and still rare to find in NYC .,MASK are good and still rare to find in NYC .,2
reservations,"I have tried to make reservations , but both times , the hostess did n't have my name .","I have tried to make MASK , but both times , the hostess did n't have my name .",1
hostess,"I have tried to make reservations , but both times , the hostess did n't have my name .","I have tried to make reservations , but both times , the MASK did n't have my name .",0
rice dishes,I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,I also recommend the MASK or the different varieties of congee ( rice porridge ) .,2
congee ( rice porridge ),I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,I also recommend the rice dishes or the different varieties of MASK .,2
tuna tartar appetizer,Their tuna tartar appetizer is to die for .,Their MASK is to die for .,2
chef,"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .","An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - MASK 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",2
fish dishes,"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .","An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the MASK and soups .",2
soups,"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .","An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and MASK .",2
kitchen,"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .","An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and MASK 's precise execution ) is most evident in the fish dishes and soups .",2
cuisine,"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .","An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine MASK - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",2
wine,"If you love wine and cheese and delicious french fare , you 'll love Artisanal !","If you love MASK and cheese and delicious french fare , you 'll love Artisanal !",2
french fare,"If you love wine and cheese and delicious french fare , you 'll love Artisanal !","If you love wine and cheese and delicious MASK , you 'll love Artisanal !",2
cheese,"If you love wine and cheese and delicious french fare , you 'll love Artisanal !","If you love wine and MASK and delicious french fare , you 'll love Artisanal !",2
Indian food,I love Indian food and consider myself to be quite an expert on it .,I love MASK and consider myself to be quite an expert on it .,2
baby pizzas,Some baby pizzas get their wish .,Some MASK get their wish .,1
waiting,Overall A oh ya even though there is waiting it is deff worth it,Overall A oh ya even though there is MASK it is deff worth it,0
lava cake dessert,The lava cake dessert was incredible and I recommend it .,The MASK was incredible and I recommend it .,2
baby pizzas,VT is what baby pizzas hope to be when they grow up .,VT is what MASK hope to be when they grow up .,1
service,"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .","From the terrible MASK , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",0
food,"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .","From the terrible service , to the bland MASK , not to mention the unaccommodating managers , the overall experience was horrible .",0
managers,"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .","From the terrible service , to the bland food , not to mention the unaccommodating MASK , the overall experience was horrible .",0
food,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,Lahore is a great place to duck into late-night when you need some really tasty MASK on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,2
food,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,Lahore is a great place to duck into late-night when you need some really tasty MASK on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,2
table,The last time I went we were seated at a table in a corridor next to the kitchen .,The last time I went we were seated at a MASK in a corridor next to the kitchen .,0
selection of wines,good selection of wines ranging from affordable to high end .,good MASK ranging from affordable to high end .,2
Italian decor,"Nice restaurant overall , with classic upscale Italian decor .","Nice restaurant overall , with classic upscale MASK .",2
food,Not impressed with the food .,Not impressed with the MASK .,0
dining experience,The entire dining experience was wonderful !,The entire MASK was wonderful !,2
wine selection,The wine selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a reservation if they 're going to be in town .,The MASK ( by the glass and bottle ) is wonderful and I always recommend that friends make a reservation if they 're going to be in town .,2
reservation,The wine selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a reservation if they 're going to be in town .,The wine selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a MASK if they 're going to be in town .,1
Service,Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,MASK is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,2
maitre,Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,Service is highly refined : our seating was delayed 35 minutes past our reservation and the MASK d ' apologized and regularly kept us apprised of progress .,2
reservation,Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d ' apologized and regularly kept us apprised of progress .,Service is highly refined : our seating was delayed 35 minutes past our MASK and the maitre d ' apologized and regularly kept us apprised of progress .,0
panang duck,"Order the panang duck , it 's fantastic .","Order the MASK , it 's fantastic .",2
raw vegatables,"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .","Food is usually very good , though ocasionally I wondered about freshmess of MASK in side orders .",0
service,"Other than the crappy service from two individuals , it 's great .","Other than the crappy MASK from two individuals , it 's great .",0
Indian,They have authentic Indian at amazin prices .,They have authentic MASK at amazin prices .,2
prices,They have authentic Indian at amazin prices .,They have authentic Indian at amazin MASK .,2
Ambiance,Ambiance - relaxed and stylish .,MASK - relaxed and stylish .,2
BBQ Salmon,"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .","Luckily we saved room for the MASK , Sea Bass and Crispy Duck .",2
Sea Bass,"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .","Luckily we saved room for the BBQ Salmon , MASK and Crispy Duck .",2
Crispy Duck,"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .","Luckily we saved room for the BBQ Salmon , Sea Bass and MASK .",2
ingredients,"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .","Yes , they use fancy MASK , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",2
ingredients,"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .","Yes , they use fancy MASK , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",2
pizza,"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .","Yes , they use fancy ingredients , but even fancy ingredients do n't make for good MASK unless someone knows how to get the crust right .",0
crust,"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .","Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the MASK right .",1
kababs,and yes Dal Bukhara is so dam good and so are all the kababs .,and yes Dal Bukhara is so dam good and so are all the MASK .,2
Dal Bukhara,and yes Dal Bukhara is so dam good and so are all the kababs .,and yes MASK is so dam good and so are all the kababs .,2
eating,I look forward to eating here again,I look forward to MASK here again,2
taste,I 've been coming here as a child and always come back for the taste .,I 've been coming here as a child and always come back for the MASK .,2
meal,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good MASK at a fair price .,2
price,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair MASK .,2
glass of prosecco,"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .","A glass of Leaping Lizard , a MASK , and the mussels had everything happy .",2
mussels,"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .","A glass of Leaping Lizard , a glass of prosecco , and the MASK had everything happy .",2
glass of Leaping Lizard,"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .","A MASK , a glass of prosecco , and the mussels had everything happy .",2
Food,"Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .","MASK was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",1
creme brulee,"Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .","Food was average and MASK was awful - the sugar was charred , not caramelized and smelled of kerosene .",0
